id,text,category
423,$TSLA Broke 1012 &amp; now is at 1027+. Big Move!,bullish
424,"is starting to remind me of  with his twitter stock pumps! The market eventually sees through the BS... no trade deal is getting done any time soon, just like $TSLA won’t stop incinerating cash anytime soon!",bearish
425,Meanwhile lockdowns and presidential confusion.  What better time to add to the S&amp;P 500?  When you LEAST expect it.  That’s why you buy and wait.  $tsla.,bullish
426,Riding that $TSLA wave over the TSLAQ nutjobs,bullish
427,$tsla smart summons itself abruptly in to a wall.  #recallautopilot,bearish
428,I'm still buying in today before close. Just looking for a better price on $TSLA. $513-$515 is target.,bullish
429,"S&amp;P 500 - never trust a diagonal line - Weekly trend line met from 2007.  Fun to look at, if you are bearish, but not one to trade.",bearish
430,"With most S&amp;P 500 companies having now reported second-quarter earnings, the season looks better than feared but still far from good.   #markets #investing",bearish
431,"S&amp;P 500 rises 1% after unemployment falls to lowest in half century, Amazon leads gains",bullish
432,"Here we go! At 2:00 PM ET, the Federal Reserve will announce its decision for interest rates. 🚨    Will they actually cut rates? On Stocktwits, the S&amp;P 500 $SPY stream is 63% bullish vs. 37% bearish on message volume that's nearing 20,000 messages.",bullish
433,🇺🇸 S&amp;P 500 vs. 12-Month Forward EPS Estimate  This chart suggests that the 52-week rate-of-change in forward EPS could turn negative 👉    h/t  #markets #stocks #EPS #earnings #investing #sp500 $spx #spx $spy #assetallocation #stockmarket,bearish
434,"A 1.4% jobs report rally on Friday wasn't enough to turn the week +, but it turned a dismal week (because of a poor ISM report) into a mixed one.  S&amp;P -.3%, Dow -.9%, R2k -1.3%, while the Naz was +.5%.  📉📈📊   Comp+20.3% YTD S&amp;P 500 +17.8% Dow +13.9% Russell 2000 +11.3%",bearish
435,Effect of S&amp;P 500 for Tesla:  stock appreciation ~5-20%?  $tslaq,bullish
436,S&amp;P 500 Weekly Forecast: Stocks To Roll Over Again? -    article by   $SPY $SPX,bearish
437,NEW Article: “S&amp;P 500 Trading Outlook: Can Bears Reverse Fortunes?” -    by   $SPY $SPX $ES_F,bearish
438,The S&amp;P 500 is headed for its best year since 2013. What will 2020 bring? Economist Max Wolff weighs in,bullish
439,There's a lot more industries underperforming the S&amp;P 500 by a wide margin over the last 12 months than outperforming the index.,bearish
440,$ES_F S&amp;P 500 ...Good start.,bullish
441,Chipotle $CMG has overtaken $AMD as the top performing stock in the S&amp;P 500 in 2019.  $CMG up 86% YTD vs. +81% for $AMD.,bullish
442,"Every time the stock market has declined, it eventually has more than fully recovered. Hedging the stock market by shorting stocks, or by buying puts on the S&amp;P 500 Index, or any other method usually is expensive, and, in the long run, is a waste of money. -- Ed Wachenheim",bearish
443,"+12% rally in #Bitcoin coinciding with strong equity day as S&amp;P 500 nearing all-time highs...   - a reminder of the 'unpopular' opinion that the bitcoin performs best when S&amp;P 500 rallies.  - best years Bitcoin when S&amp;P 500 return &gt;15%.  $BTC mostly retail, thus, mostly 'risk-on'",bullish
444,Us futures indexes are set to open up: S&amp;P 500 +0.61%  DOW +0.58%  NASDAQ +1.08% $DJIA $DIA $QQQ $SPY (  #trading,bullish
445,“The S&amp;P 500 has been down the last two Mondays only to see a bounce back on Tuesday.  Below is a quick updated look at the average daily change for the S&amp;P 500 by weekday so far this year.”    #TurnaroundTuesday,bearish
446,"Highlight: ""Today, the big story for the broader market was the slight rebound we saw in oil prices, because it certainly lifted energy stocks in the S&amp;P 500,""  says from the  ""That is the best sector today.""",bullish
447,"S&amp;P 500 to the 4,000 level!  Don't discount this bull market just yet.   Certainly enough pent up energy.  Throw in a $1T infrastructure bill, some rate cuts and a QE5.  :-)   #Stocks $QQQ $SPY",bullish
448,S&amp;P 500 Weekly Earnings Update: S&amp;P 500 Still Expecting High 4%-Low 5% Revenue Growth In 2020. Sign up for updates on Seeking Alpha!   #economy #business #investing,bullish
449,And the S&amp;P 500 is off 2.3%,bearish
450,The S&amp;P 500 has rallied nearly 19% this year for best performance in the first three quarters in 22 years   via  (Sub),bullish
451,"Stocks move broadly lower, threatening S&amp;P 500 win streak $BA $C $DAL $JPM   via",bearish
452,S&amp;P 500 breadth (-475) is the weakest it has been since 12/24.,bearish
453,S&amp;P 500 - 50 DMA is at 2873.  A reversal today may have the markets reeling.  VIX hasn't been backing off with the recent rally.  Why not?? Too many Bulls buying Calls??,bullish
454,S&amp;P 500 Hits Record High After Trump's Comments On Iran!  Who knew killing the Irani general would end up being such a bullish market development.  #RIP Shorts.   $SPY $SPX $ES_F,bullish
455,Record Setting Year and Month:   The S&amp;P 500 +17% for 2019 - best first half to a year since 1997.  The Dow is + 7.3% - its best June since 1938.  The S&amp;P 500 + 6.8% biggest June gain since 1955.  The Nasdaq + 7.4%.      #missionaccomplished  😉,bullish
456,The S&amp;P 500 Index’s (SPX) failure to hold gains above 3000 yesterday suggests that it might continue to be difficult for a strong move above that level without some positive trade news.,bearish
457,"Now Buffett says to just own the S&amp;P 500 index through a low-cost index fund and your results will be about the same as his, and maybe slightly better. #IndexAlpha",bullish
458,S&amp;P 500 down 21 points,bearish
459,"S&amp;P 500 hits record high on robust Merck, Pfizer earnings",bullish
460,The S&amp;P 500 had its best first half since 1997 back when internet memes didn't exist.,bullish
461,"It was the worst week of the year for the S&amp;P 500 and the Nasdaq Composite. For the Dow, it was the worst week since May.",bearish
462,U.S. stocks post worst year in a decade as the S&amp;P 500 falls more than 6 percent in 2018,bearish
463,"US stocks opened higher on Thursday after the Fed signaled two potential rate cuts this year at yesterday's meeting.  The Dow opened 0.9%, or 225 points, higher. The S&amp;P 500 opened 1% up. The Nasdaq Composite started the day 1.3% higher.  Watch live",bullish
464,"The escalation shook world markets as nervous investors looked for safe places to park their money. Wall Street suffered its worst day of the year, with the S&amp;P 500 closing down nearly 30-50 feral hogs",bearish
465,S&amp;P 500 12-month forward earnings growth expectations approaching double digits.,bullish
466,"#MarketWrap Major indexes close higher on renewed optimism over China trade war as US officials spoke with their Chinese counterparts and USTR delayed some tariffs.   DOW +1.42%, NASDAQ +1.95%, S&amp;P 500 +1.45%",bullish
467,The S&amp;P 500 is now only about 2% from its all-time high,bullish
468,S&amp;P 500 was down 0.49% today.  #Perspective,bearish
469,"Year over Year, the Hated has become Loved  Gold: +30.3% S&amp;P 500: +3.7%  Via",bullish
470,"Both dollar and S&amp;P 500 could skyrocket in a flight to safety blow off over the coming few years. Europeans should buy with both hands (&amp; probably will, which is what creates the blow off). Don't chase gold just yet,UNLESS based outside the USD. Then buy gold too with both hands!",bullish
471,"""Oxford Economics predicts that fallout from the next recession could trigger a 30% drop in the S&amp;P 500....Collum Twitter Feed thinks the folks at Oxford are optimists (or hedging).""",bearish
472,"Yes. I think a big crypto rally follows  a new all-time and decisive breakout of S&amp;P 500.  The breakout to new ATH for S&amp;P 500 not certain, but it is our base case.",bullish
473,"Dow 30 27,357.5 20:50:29 Futures+15.5 +0.06%  S&amp;P 500 3,019.38 20:50:20 Futures+2.13 +0.07%  Nasdaq 7,995.50 20:50:30 Futures+8.75 +0.11%",bullish
474,Seems like the lowest risk option is to just buy the S&amp;P 500 and assume the trade deal is already done.,bullish
475,"The S&amp;P 500 is up 18% and powering toward its biggest first half since 1997. But is it ""too late to be bullish""?",bullish
476,2019 Returns:  Bitcoin: +173% Gold: +21% Oil: +20% Nasdaq 100: +18% S&amp;P 500: +13% Commodities: +7% Bonds: +6%,bullish
477,"""US stocks have had best decade since the 1950s...Stocks in S&amp;P 500 have returned 249% in past 10 years, about 1.2 times historical average. At the same time, the 2010s were the first decade without a bear market""",bullish
478,Must read via  The S&amp;P 500 Just Had Its Best June Since 1955   via,bullish
479,"How many WorldCom, Enron or Theranos type frauds are currently in the S&amp;P 500?",bearish
480,"That changed Friday. The Dow plunged 355 points, or 1.4%, as investors agonized over the latest tariff threats. The S&amp;P 500 and Nasdaq fell, too.",bearish
481,The S&amp;P 500 is -4.5% from the highest level ever,bearish
482,Markets close higher after President Trump's remarks stoked hopes of an end to rising U.S.-Iran tensions.  The Nasdaq and S&amp;P 500 both notched all-time intraday highs.   Follow the story live here:,bullish
483,S&amp;P 500 loses steam after flirting with record territory as stocks end near unchanged,bearish
484,"''A 25% plunge in the Shanghai Composite Index was four times the drop in the S&amp;P 500 in 2018. For those keeping score, Chinese stocks are down almost 14% since the start of 2019, U.S. share prices are up about 6%.''",bearish
485,"So bad, it's good? The worst-performing S&amp;P 500 stock is about to report earnings.",bearish
486,Perma bears exist because of the 2008 financial crisis and because in the last 2 recessions the S&amp;P 500 fell about 50%.,bearish
487,U.S STOCK INDEX FUTURES RISE; S&amp;P 500 CONTRACTS GAIN 0.2%,bullish
488,"US stocks suffer worst year since 2008 financial crisis; S&amp;P 500 sees 6.2 percent annual drop, Dow falls 5.6 percent.",bearish
489,Today was the 12-month anniversary of the 4.1% tumble for the S&amp;P 500 which definitively curbed the risk-on bearing of the past 9 years. Biggest single-day loss since August 2011. Happy anniversary,bearish
490,"Record intraday S&amp;P 500 high 3027.98 from July 26, 2019  $SPY",bullish
491,"And with that answer, S&amp;P 500 cash is down over 1% and fallng.",bearish
492,"With 97% of companies reported, S&amp;P 500 GAAP earnings down 6% over the past year, largest decline since Q4 2015. $SPX",bearish
493,"The S&amp;P 500 is up +8.66% from the intraday low 8 sessions ago.  I looked back at all 114 times in $SPX history (since 1923, overlaps excluded) where it gained that much, that fast.  Short term returns and draw downs are worse than usual (not by a ton).",bullish
494,"The S&amp;P 500 is stuck between 3100 and 3150 due to serious derivative positions where by dealers are SHORT gamma, and any move close to causes hurried buying to cover shorts as we threaten strikes...  vice versa on way down too....this is why #equities are up ev day. $spy",bearish
495,"The S&amp;P 500 cracked 3,000.   First close above 3K since July 30   (aka the day before the Fed cut)",bullish
496,S&amp;P 500 : + 83 Dow : +769 Nasdaq : +273  Green Rockets everywhere!,bullish
497,The average 2 month performance for the S&amp;P 500 is -2.5% after both the Hindenburg Omen and Titanic Syndrome were triggered in the same week. Very interesting!,bearish
498,"BREAKING: S&amp;P 500 hits new record, Dow rises more than 150 points after Trump and Xi agree to trade truce.",bullish
499,S&amp;P 500 Low Volatility Index,bullish
500,S&amp;P 500 and Nasdaq log worst week of the year as trade war escalates -   So much winning.  Um whining,bearish
501,S&amp;P 500 PREPARE TO SELL: VOLUME DIVERGENCE    $SPX,bearish
502,"The Dow closed in positive territory on Thursday, a day after an 800-point loss, the worst of 2019. The Dow was up nearly 100 points, a gain of 0.4%. The S&amp;P 500 closed up 0.2% and the Nasdaq finished down 0.1%.",bullish
503,Let's do a midday market update... Dow is up 273 points S&amp;P 500 is up 1.3% Nasdaq is up 1.5% #StockoftheDay Nvidia $NVDA is up 5.6%,bullish
504,"The S&amp;P 500 has soared 471% in this epic bull run, which started in March 2009. This record-long bull market is also the best-performing one since WWII--    ""The most outstanding feature of this cycle since 2008 is always going to be fear.""",bullish
505,"The VIX and the S&amp;P 500 - A break of support today by the VIX should have Da Boyz running the Bears.  The next targets for the S&amp;P 500 are the 100 &amp; 200 DMA along with the down trend line, which lines up with the swing high (Likely to be the next Bull Bear fight).",bullish
506,At the close: The Dow was up 100 points.  S&amp;P 500 was up 0.25%. Nasdaq was down 0.09%.  #RealMoneyStockoftheDay Walmart closed up 6%.,bullish
507,"Print, Print, Print! S&amp;P 500 Index Correlated With Global Money Supply   via",bullish
508,S&amp;P 500 Futures. The only way is up? 2865 and 2900 last two big resistances IMO,bullish
509,Keep an eye on stocks today. Could be an all-time high for the S&amp;P 500. And the Dow is not far behind. My story.,bullish
510,"BREAKING: Dow, S&amp;P 500 surge more than 2% after tariff delay and China trade talks update; Nasdaq up more than 2.5%",bullish
511,"""When stocks finish the first five days higher, the S&amp;P 500 has been positive more than 80% of the time at year-end with an average gain of about 13%""",bullish
512,The S&amp;P 500 has performed far worse under Trump than under Obama,bearish
513,The S&amp;P 500 us up ~3% from its August 5th close and the December fed funds futures yield is down one basis point over this stretch. h/t,bullish
514,"S&amp;P 500, Dow and Nasdaq clinch 10th record close in November",bullish
515,Bullish Percent - 61% in the S&amp;P 500 - already above the December 1st swing -,bullish
516,#STOCKS: Has the rally halted already amid growth concerns? S&amp;P 500 has hit THIS long-term resistance   ^FR #SPX #ES,bearish
517,These past two days have been the S&amp;P 500’s worst start to a quarter since Q4 2009.  $SPX rose 5.5% in that quarter.,bearish
518,Morning Note:   -S&amp;P 500 close to record high -Trump vs the Fed once again -GS + Citi results this morning,bullish
519,"After today's rally, S&amp;P 500 needs a gain of just 1.3% to hit new all-time high. Dow needs +1.8%, Nasdaq +2.8%.  YTD gains thru today:  Nasdaq  +19.9% S&amp;P 500  +16.4 S&amp;P midcap  +15.5 Russell 2000  +15.0 Dow utilities  +13.7 Dow 30  +13.4 Dow transports  +12.6  (excl dividends)",bullish
520,S&amp;P 500 Weekly charts and Bullish Percent + Moving Average Breadth $SPY #stageanalysis,bullish
521,S&amp;P 500 has closed today w/ a new record  #FinanceDoge,bullish
522,"""The S&amp;P 500 is up some 29% this year, but it has been more of a grind than a blistering advance."" 🐢🐇 -",bullish
523,"S&amp;P 500 closes in on record-high on trade hopes, euro zone stimulus",bullish
524,S&amp;P 500 Intra-Year Declines,bearish
525,"I keep hearing that, but after so many “beats” S&amp;P 500 2Q EPS will be down only 2.6%, not 3.0%. This is the “earnings are better” narrative?!",bearish
526,The S&amp;P 500 just reached a new all-time high yesterday. What does that mean for the market? #SP500 $SPY Read here:,bullish
527,"Stocks rise to close out Dow's biggest June gain since 1938, S&amp;P 500's best first half in 2 decades   TRUMP ECONOMY CHARGES TOWARD 2020",bullish
528,"With the Dow and S&amp;P 500 on track for their worst week of the year, Barclays warns recession risks are rising   (via",bearish
529,"S&amp;P 500 posts high, extends 2019 rally; Alphabet falls late - Reuters",bullish
530,"Apple and Microsoft, +85% and +55% this year respectively, accounted for nearly 15% of the S&amp;P 500's gain in 2019.   Their influence to the cap-weighted index was greater  than the next 8 biggest contributors combined.   😉  $spy    $AAPL $MSFT",bullish
531,S&amp;P 500 Stocks Above Moving Averages [25-Jan]:  5d:   76% ⇧ ►   10d:  82% ⇧ ►   20d:  87% ⇧ ►    $SPX $SPY,bullish
532,The S&amp;P 500 and the Nasdaq Composite yet again closed at a record high. This marks their third record since last Tuesday.,bullish
533,"S&amp;P 500 drops 18  points into negative territory as September ISM drops to 47.8, lowest since 2009, below estimates of 50.1.  $SPY",bearish
534,"Based on my recent video on Volume, I looked at S&amp;P 500 volume.  The -2.5% move recorded by $SPY yesterday was characterized by the lowest volume since 2007 for such a move:      $SPY $SPX $ES #stocks $VIX",bearish
535,"U.S. equity averages pared session losses but fell for 5th straight day. Weekly losses: Dow+S&amp;P 500 -2.2% Nasdaq -2.5%.  joined me to talk #recession risks, #Fed + #ECB outlook, post-globalization #populism #AmazonHQ2  #NYC",bearish
536,NEW Article: “S&amp;P 500 Trading Update: Bulls Still In Charge” -    by   $SPY $SPX,bullish
537,"S&amp;P 500 5% Pullbacks per Year  Since 1990, the average number of 5% pullbacks in the #SP500 per year is 3.3. Currently, 2019 has two 5% pullbacks    h/t  #pullback #drawdown #markets #investing $spx $spy #stocks #assetallocation",bearish
538,Technical Alert: S&amp;P 500 sets new all-time high at 9:33am $SPX   #sccalerts #stockcharts,bullish
539,"in case there was any doubt about what President Trump is thinking about today, with the S&amp;P 500 down 2.4%",bearish
540,"Strong reversal today in $SPX, pushing the index below 2,950 support after rejection of top Bollinger Band next week.  Markets will continue to attempt to buy the dip until the S&amp;P 500 drops below 2,900.  Once that occurs, we will see the May channel of 2,800-2,900 kick in. $SPY",bearish
541,"The S&amp;P 500 surges above 3,000, stocks hit record highs after the Fed reaffirms a rate cut is coming",bullish
542,"All 11 major sectors of the S&amp;P 500 ended the session in positive territory, with energy enjoying the biggest percentage gain, boosted by a 4% jump in crude prices",bullish
543,2018's losses erased. S&amp;P 500 Total Return from 12/31/2017 to 1/29/2019 +0.8%,bullish
544,"With today's rally, the S&amp;P 500 has now rallied more than 12% since the Christmas Eve Massacre.",bullish
545,"S&amp;P 500 hits all-time high on strong earnings, global trade optimism",bullish
546,S&amp;P 500 closed below the 200-day moving average Friday.  What can we learn from history?  Details and stats:   …  $SPX $SPY #Markets,bearish
547,Donald Trump says his enemies are killing the stock market again. A quick look at the S&amp;P 500’s swings this morning shows investors have more on their minds than the impeachment hearings,bearish
548,S&amp;P 500 posts first 5-day winning streak since September,bullish
549,Both the S&amp;P 500 and crude oil are up against downward resistance right now. This. $SPY $SPX $CL_F $XLE,bearish
550,"S&amp;P 500 records seventh straight gain, longest winning streak in 18 months",bullish
551,Stocks rise to close out the S&amp;P 500's best first half of a year in 2 decades -,bullish
552,U.S. S&amp;P 500 has made 13 new closing highs so far this year (14 if today's rise is sustained) But that's not exceptional Closing highs in previous years: 2018:  19 2017:  62 2016:  18 2015:  10 2014:  53 2013:  45,bullish
553,"NEW Article: ""S&amp;P 500 Sector Update: Financials and Industrials Improve Amidst Rotation"" -    by   $SPY $XLK $IWM $XLI $XLF $XLY $GLD",bullish
554,"Stat of the day: The S&amp;P 500 has risen 3.8%, on average, during recessions going back to 1945",bullish
555,"It's all relative! While the S&amp;P 500 Index is close to a new all-time high, US small caps are still 15%(!) below their high of September.",bullish
556,"Dow Jones and S&amp;P 500 explode up to all time highs. Thank you,DJT.",bullish
557,Hang Seng: -.41% S&amp;P 500: -.80%  Is this what  considers winning?   #ArtOfNoDeal,bearish
558,The S&amp;P 500 slips for the 2nd time in 3 days. Health and tech companies are leading the drop,bearish
559,"Seize the day y'all! Oct. 28 has been the single best day of the year for stocks going back to 1950 with an average return of 0.54% on the S&amp;P 500, according to",bullish
560,So much for blaming the market. The S&amp;P 500 has jumped by nearly 2% since Uber debuted below its IPO price at midday on Friday,bullish
561,"Last week, AMD became the top-performing stock in the entire S&amp;P 500. $AMD has risen about 115% year to date versus the S&amp;P 500’s 24% return. $AMD makes processors that act as the main computing brains for personal computers, servers &amp; graphics cards. Long #AI Congrats  👏",bullish
562,"S&amp;P 500 has beaten even Buffett over the past 5, 10, 15 years. Go, SPDRs!",bullish
563,"MARKETS AT THE CLOSE:  S&amp;P 500 closes at new record as Wall Street bets Fed will lower rates, Dow surges nearly 250 points",bullish
564,S&amp;P 500 Finding Resistance Difficult To Penetrate - #SPX chart,bearish
565,"S&amp;P 3,500 coming on another year of rallying on hopes of a trade deal",bullish
566,S&amp;P 500 shows déjà vu all over again  ML: History suggests a bullish setup for the S&amp;P 500 in 2020 Via,bullish
567,"""S&amp;P 500 Futures Slide as Traders Struggle to Price In Trade War""   (",bearish
568,"Wall Street's Bull Market Celebrates Its 10th Anniversary  ""The Dow closed this past Friday at 25,450.24 -- up an astounding 288.7% since March 9, 2009 -- while the S&amp;P 500 finished at 2,743.07, gaining 305.5% over 10 years.""",bullish
569,U.S. stocks pare losses. The S&amp;P 500 has cut more than two-thirds off an early decline,bearish
570,"The Dow closed down 660 points, S&amp;P 500 fell by almost 2.5 percent, &amp; Nasdaq was down 3 percent. Investors were spooked after Apple slashed its revenue estimate for the first time in 12 years, blaming tariffs for a slowdown in sales in China. #DemForce",bearish
571,"S&amp;P gained about 500 points on China trade deal optimism - now that the deal isn’t going to happen, it’ll prob drop 75 points. And then go to 3100.",bullish
572,Second possibility in S&amp;P 500 $SPY ending wave (III) in grand super cycle degree and starting to do wave (IV). This will be larger correction than last year #elliottwave,bearish
573,"Stocks drop, S&amp;P 500 Index down 1%",bearish
574,"Stocks rose to all-time highs on Thursday as investors looked past the news of President Trump's impeachment. The S&amp;P 500 advanced 0.4% to break above 3,200 for the first time. The Dow climbed 0.4% and the Nasdaq traded 0.6% higher.",bullish
575,S&amp;P 500 Earnings: Not A Bad Decade. Get more info on Seeking Alpha:   #business #investing #stockmarket,bullish
576,Us futures indexes are set to open up: S&amp;P 500 +0.10%  DOW +0.01%  NASDAQ +0.43% $DJIA $DIA $QQQ $SPY (  #trading,bullish
577,"S&amp;P 500 rises, tops 3,200 for the first time as investors ignore Trump's impeachment",bullish
578,"Never a good week when 🇺🇸treasuries are the big winner.  Trade tensions weighed on the market to the tune of a 1.2% drop in the S&amp;P.  Naz lost 2.4%, R2K gave up 1.4%, and the Dow was down .7%.  📉  Comp +15.1% YTD S&amp;P 500 +12.7% YTD Russell 2000 +12.3% YTD Dow +9.7% YTD",bearish
579,I made a trading video for today: Why the S&amp;P 500 Will Struggle for a Record High and #Dollar is Due a Break,bearish
580,80% of S&amp;P 500 stocks are up less than 20% since 2009.,bearish
581,S&amp;P 500 - Recent Gains In The 99th Percentile,bullish
582,"Since the bottom around Christmas, the S&amp;P 500 is up 8.7% and The Euro Stoxx 50 (in euros) is up just 4.9%.  Europe will underperform until it reforms — Cuts taxes, regulation, does a free market Brexit.  US has become more competitive.",bullish
583,"The S&amp;P 500 is heading for back-to-back winning months to start the year, for the 28th time since 1950. In all but two of those years, stocks kept surging over the next 10 months",bullish
584,Biggest industry group point drag on the S&amp;P 500 is....software.   ~20% of the decline today attributable to that segment.,bearish
585,S&amp;P 500 slips as investors eye G20 summit,bearish
586,"""In just seven days, We lost more value than the three biggest losers in the S&amp;P 500 have lost in the last year combined: Macy's, Nektar Therapeutics, and Kraft Heinz.""",bearish
587,S&amp;P 500 at technical resistance.,bearish
588,S&amp;P 500 AIR POCKET!,bearish
589,Sectors - not hitting new highs with the S&amp;P 500 - Materials,bearish
590,"S&amp;P 500 Index Weekly Forecast: Choppy, Then Lower -    research by   $SPY",bearish
591,Goldman Sachs: S&amp;P 500 will rise by 5% in early 2020 via ForexLive $GS,bullish
592,"The $VIX Index making higher relative lows as $SPX continues to make all-time highs, #fed decision and statement today,  talks Fed Funds Futures, &amp; S&amp;P 500 $SKEW Index slightly elevated.",bullish
593,S&amp;P 500 intraday lows:  August 15 = 2825 August 5 = 2822 June 3 = 2728  $SPX $SPY #Markets,bearish
594,S&amp;P 500 up 16% for the year    $BAC $DIS $JPM,bullish
595,"📈 The S&amp;P 500 closed at an all-time high on Monday 📈  +🗣️ Donald Trump touted progress for a Phase One trade deal with China next month +💪 Stronger-than-expected earnings season continues +🚀 $MSFT, $AAPL, $JPM at record highs",bullish
596,Breaking - S&amp;P 500 trades above record closing high at 2931.41 now,bullish
597,NEW Article: “ S&amp;P 500 Futures Neutral to Bullish (Key Price Levels)” -    by   $SPX $ES_F,bullish
598,"Shares of most healthcare providers fall for 2nd day, allegedly on fears Medicare-for-all could happen. Thurs movers:  $HCA +0.5% Humana $HUM -1.0 $CVS -1.2 Centene $CNC -1.6 Anthem $ANTM -1.7 UnitedHealth $UNH -3.2 Cigna $CI -3.5 WellCare $WCG -3.7 Molina $MOH -4.1  S&amp;P 500 -0.3",bearish
599,"#MarketsWithMC | S&amp;P 500, Nasdaq close out worst week since December on trade worries",bearish
600,Hello! The S&amp;P 500 Index is up 27.5% year-to-date.,bullish
601,$SPY $SPX $NDX $TVIX $QQQ $UVXY WATCH MY LATEST VIDEO 📺 S&amp;P 500: What kind of a top it is about to make this week? 🤠,bullish
602,"S&amp;P 500: Another strong recovery for $SPX, now approaching new all time highs quickly.  Looking for the momentum to continue into tomorrow’s close, a weekly close above 3,028 leads to a gap higher to 3,075.  Buying the dip remains the most profitable strategy in this market. $SPY",bullish
603,McCullough: What I'm Looking For To Short The S&amp;P 500,bearish
604,The S&amp;P 500 closed today up +5475% from its all time low. $spy $spx,bullish
605,The S&amp;P 500 closed tonight up +18.78% since 12/24/18. The Russell 2000 is up +25.51% over the same time frame. $SPY $RUT,bullish
606,S&amp;P 500 companies have given back more $$ to investors via buybacks and dividends than earnings! Highly recommend this short read:,bullish
607,The S&amp;P 500 is my least favorite NASCAR race.,bearish
608,"S&amp;P 500, Dow, Nasdaq climb to record highs as financial markets shrug off Trump's impeachment   by",bullish
609,$ES_F S&amp;P 500 ...Attempting to stay in the top half of the range here. Small bullish divergence on the Hourly chart.,bullish
610,Us futures indexes are set to open up: S&amp;P 500 +0.03%  DOW +0.11%  NASDAQ +0.21% $DJIA $DIA $QQQ $SPY (  #trading,bullish
611,"NEW Article: ""S&amp;P 500 Weekend Update: Wave 4 Rally Has More Upside"" -    by   $SPY $SPX",bullish
612,S&amp;P 500 near an all time high. Our #ML model identifies this as a bullish indicator. We’ve been bullish on US stocks since the #GoldenCross a few weeks ago. That’s when 50 day moving average crosses above 200 day. Betting against $SPY is usually a bad idea. Long #Stocks 🚀,bullish
613,"US stocks opened lower on Tuesday, although the overall market seemed calmer compared with the past few trading sessions.  The Dow opened 0.1%, or 20 points, lower. The S&amp;P 500 opened down 0.2%. The Nasdaq Composite kicked off 0.2% lower.  Watch live",bearish
614,"With 19% of companies reported, S&amp;P 500 earnings down 3% year-over-year, slowest growth since Q1 2016. $SPX",bearish
615,S&amp;P 500 posts best weekly advance since November   by,bullish
616,The S&amp;P 500 has rallied nearly 19% this year—its best performance in the first three quarters of a year since 1997.,bullish
617,The S&amp;P 500 is up 11.1% YTD on the 34th trading day of the year.  This is the best start to a year since 1991 gained 11.6% on day 34.,bullish
618,S&amp;P 500 Hits a New All-time High.  #SP500 $SPY $ES_F,bullish
619,"#TradeWars Escalation - Dow, S&amp;P 500 down near 3%. Nasdaq down over 3.5%.",bearish
620,"Worst S&amp;P 500 inflation-adjusted annualized returns for various time horizons:  10 years: -3.8%  20 years: 0.6%  30 years: 4.3%  40 years: 4.2%  The longer your time horizon, the higher likelihood of positive returns.",bearish
621,S&amp;P 500 rises above record closing high on U.S.-China trade progress,bullish
622,". The risk of a near-term pullback for the S&amp;P 500 is “quite high” following its 25% so far this year. “The Conference Board CEO gauge is actually nearing levels typically seen in recessions.""",bearish
623,"After hitting an all-time high of 12.1% last quarter, S&amp;P 500 profit margins move down to 10.9%, lowest since Q4 2017. $SPX",bearish
624,"But free cash flow for the S&amp;P 500 is down 10% from its recent high. If it rebounds (likely if no recession), FCF yield could pop back to 4.5% quickly.",bearish
625,S&amp;P 500: 4000 points (~2023) before cataclysmic fall? - #SPX chart,bearish
626,"S&amp;P 500 Earnings May Slide If China Tariffs Stay, Bernstein Says  That's why they pay Bernstein the big bucks",bearish
627,"After being down 4 consecutive weeks, the S&amp;P 500 Index bounced impressively the past 2 weeks and is now within 3% of all-time highs. Learn more in this week's #LPLMarketSignals podcast:",bullish
628,Ratio of Energy stocks to the S&amp;P 500 at their lowest level since 2000. $XLE $SPY,bearish
629,S&amp;P 500 Surging 1.02% On Trade Deal Optimism,bullish
630,The S&amp;P 500 Index’ 10-year winning streak in one chart (by,bullish
631,The Dow and S&amp;P 500 are guaranteed to rise at least another 5% in the next 2 months — if this 70-year-old pattern holds.,bullish
632,"U.S. stocks plunged on Monday at the open, with the Dow dropping 1.81 percent, the S&amp;P 500 declining 1.75 percent and the Nasdaq erasing 2.24 percent",bearish
633,Do you feel the force? Stocks strike back and the S&amp;P 500 is now within 4% of records.,bullish
634,"Dow Jones - burned up the positive RSI Divergence yesterday - underperforming the S&amp;P 500 - didn't come close to gap resistance yesterday.  26,000 possible on Monday?? PMO - not much movement as it continues to be on a sell signal. RSI at 41 - sell signal.  Pivot - 26133",bearish
635,Three S&amp;P 500 companies lost more than $5.2 billion all of last year.  Uber just did it in one quarter.,bearish
636,"S&amp;P 500: Sentiment is evidently still net bearish here as expected with $SPX near all time highs causing valuation concerns.  Technicals haven’t mattered in this market since $SPX broke 2,800.  Fundamentals are shaky but positive news will be bought and FOMO trade is raging. $SPY",bearish
637,"'S&amp;P 500 companies are estimated to report an earnings fall of 2.8% in the second quarter, according to data provider FactSet, following a 0.3% dip in the first three months of the year.'",bearish
638,The S&amp;P 500 trimmed an earlier advance on the news that said farm purchases have become another of several issues in negotiations between the world’s two largest economies,bearish
639,Over the past 5 days: Dow (-4.21%)  S&amp;P 500 (-4.11%) Nasdaq (-5.86%),bearish
640,103 new highs in the S&amp;P 500 today.  Not bad.,bullish
